Round,Accuracy
0,0.12455583756345177
1,0.38686548223350253
2,0.40393401015228425
3,0.48544839255499156
4,0.4887267343485618
5,0.4717428087986464
6,0.531324027072758
7,0.5238578680203045
8,0.5451776649746193
9,0.509412013536379
10,0.5216370558375635
11,0.5770304568527919
12,0.543824027072758
13,0.4272419627749577
14,0.555520304568528
15,0.574238578680203
16,0.5717851099830795
17,0.5426395939086295
18,0.5766497461928934
19,0.5127115059221659
20,0.5594966159052454
21,0.5347081218274111
22,0.5189086294416244
23,0.572313874788494
24,0.5954103214890016
25,0.4524323181049069
26,0.5710025380710659
27,0.49627749576988156
28,0.3531937394247039
29,0.5583544839255499
30,0.5885575296108291
31,0.4619289340101523
32,0.5979060913705584
33,0.5230541455160744
34,0.5947758037225043
35,0.5508883248730965
36,0.5594543147208122
37,0.5828257191201354
38,0.5722715736040609
39,0.5961717428087987
40,0.60915820642978
41,0.5560067681895093
42,0.5467005076142132
43,0.49101099830795264
44,0.5440778341793571
45,0.5645727580372251
46,0.5920685279187817
47,0.5013536379018613
48,0.6195642978003384
49,0.5928934010152285
50,0.5815355329949239
51,0.5943316412859561
52,0.5540186125211506
53,0.6111675126903553
54,0.5389382402707276
55,0.5398900169204738
56,0.5476945854483926
57,0.6054568527918782
58,0.5913071065989848
59,0.6041243654822335
60,0.5949661590524534
61,0.622419627749577
62,0.5789340101522843
63,0.6133037225042302
64,0.5934010152284264
65,0.6254864636209814
66,0.6114636209813875
67,0.5836505922165821
68,0.6006768189509306
69,0.5928722504230118
70,0.5580372250423011
71,0.5534686971235194
72,0.6163705583756345
73,0.5741539763113367
74,0.47070642978003385
75,0.5876269035532995
76,0.5524534686971235
77,0.4571700507614213
78,0.5854483925549916
79,0.6068950930626058
80,0.48967851099830795
81,0.5913917089678511
82,0.6153553299492386
83,0.5608925549915398
84,0.5838197969543147
85,0.5881979695431472
86,0.5137267343485618
87,0.5572758037225042
88,0.5713620981387478
89,0.5937605752961083
90,0.5887055837563452
91,0.5133037225042301
92,0.608100676818951
93,0.5393612521150593
94,0.5523688663282572
95,0.5485617597292725
96,0.6101522842639594
97,0.5990059221658206
98,0.5348773265651439
99,0.596002538071066
100,0.4991116751269036
