Round,Accuracy
0,0.1979906937394247
1,0.33874788494077834
2,0.43627326565143826
3,0.4669204737732657
4,0.43969966159052454
5,0.5037013536379019
6,0.5111463620981388
7,0.48838832487309647
8,0.5434010152284264
9,0.5413282571912014
10,0.49056683587140437
11,0.4671108291032149
12,0.545600676818951
13,0.5901226734348561
14,0.5254018612521151
15,0.5754653130287648
16,0.5786802030456852
17,0.570748730964467
18,0.5888959390862945
19,0.5679357021996616
20,0.5579103214890017
21,0.5812605752961083
22,0.6029610829103215
23,0.5903976311336717
24,0.607593062605753
25,0.5903976311336717
26,0.6073604060913705
27,0.60167089678511
28,0.5785532994923858
29,0.5981175972927242
30,0.5530245346869712
31,0.5767131979695431
32,0.5749788494077834
33,0.5316412859560068
34,0.6171531302876481
35,0.5920050761421319
36,0.6099830795262268
37,0.6127749576988155
38,0.6194796954314721
39,0.607339255499154
40,0.6127326565143824
41,0.6198604060913706
42,0.6084813874788494
43,0.5892343485617597
44,0.5820642978003384
45,0.600253807106599
46,0.6212986463620981
47,0.5863155668358714
48,0.6127326565143824
49,0.6146996615905246
50,0.5764593908629442
51,0.6065566835871404
52,0.5861252115059221
53,0.5969966159052453
54,0.5843062605752961
55,0.6272419627749577
56,0.6182952622673434
57,0.605922165820643
58,0.6071277495769881
59,0.6108925549915397
60,0.6271573604060914
61,0.6205160744500846
62,0.5527707275803723
63,0.5884940778341794
64,0.5779610829103214
65,0.6149534686971235
66,0.6063028764805415
67,0.5884094754653131
68,0.6211082910321489
69,0.55247461928934
70,0.6260786802030457
71,0.6209813874788495
72,0.6128807106598985
73,0.6078257191201354
74,0.6019881556683587
75,0.6067047377326565
76,0.5960659898477157
77,0.5463409475465313
78,0.5640016920473774
79,0.6099407783417936
80,0.6238155668358714
81,0.5995769881556684
82,0.6156937394247038
83,0.5546531302876481
84,0.6001480541455161
85,0.5714255499153976
86,0.620494923857868
87,0.6209179357021997
88,0.6031302876480541
89,0.5666666666666667
90,0.5182952622673435
91,0.6075296108291032
92,0.5882191201353638
93,0.6299915397631134
94,0.6071277495769881
95,0.6044416243654822
96,0.5743654822335026
97,0.5242808798646362
98,0.6019247038917089
99,0.6300338409475466
100,0.6238578680203045
