Round,Accuracy
0,0.10222841225626741
1,0.35181058495821727
2,0.4616991643454039
3,0.15793871866295264
4,0.25877437325905295
5,0.3697771587743733
6,0.4129526462395543
7,0.3438718662952646
8,0.5204735376044568
9,0.27395543175487463
10,0.6183844011142061
11,0.3635097493036212
12,0.6795264623955432
13,0.4913649025069638
14,0.5937325905292479
15,0.45891364902506965
16,0.5299442896935933
17,0.33272980501392757
18,0.5733983286908078
19,0.48523676880222844
20,0.3661559888579387
21,0.5779944289693594
22,0.40139275766016713
23,0.6129526462395544
24,0.45027855153203344
25,0.6346796657381616
26,0.6037604456824512
27,0.42674094707520893
28,0.5635097493036212
29,0.5813370473537605
30,0.5472144846796657
31,0.5107242339832869
32,0.7959610027855153
33,0.5151810584958217
34,0.48885793871866295
35,0.6314763231197772
36,0.6245125348189415
37,0.34832869080779943
38,0.6540389972144847
39,0.7672701949860724
40,0.6153203342618384
41,0.7005571030640668
42,0.6902506963788301
43,0.4636490250696379
44,0.4550139275766017
45,0.6986072423398328
46,0.6454038997214485
47,0.4520891364902507
48,0.47116991643454037
49,0.7204735376044569
50,0.4032033426183844
51,0.28551532033426186
52,0.8040389972144847
53,0.5314763231197771
54,0.5065459610027855
55,0.4360724233983287
56,0.6062674094707521
57,0.5252089136490251
58,0.6253481894150418
59,0.4309192200557103
60,0.46991643454038995
61,0.5863509749303621
62,0.612116991643454
63,0.38913649025069635
64,0.7795264623955431
65,0.6775766016713092
66,0.39415041782729804
67,0.7807799442896936
68,0.7158774373259053
69,0.43217270194986074
70,0.6529247910863509
71,0.6532033426183844
72,0.7534818941504178
73,0.7915041782729805
74,0.7430362116991643
75,0.6774373259052925
76,0.6817548746518106
77,0.4774373259052925
78,0.6842618384401115
79,0.5635097493036212
80,0.6128133704735376
81,0.8210306406685237
82,0.514066852367688
83,0.6885793871866295
84,0.7284122562674095
85,0.6864902506963788
86,0.7144846796657381
87,0.5665738161559889
88,0.6090529247910863
89,0.7894150417827298
90,0.5864902506963788
91,0.8149025069637883
92,0.7763231197771587
93,0.806267409470752
94,0.7292479108635097
95,0.5856545961002786
96,0.6162952646239555
97,0.49080779944289693
98,0.6639275766016713
99,0.8116991643454039
100,0.6768802228412256
