Round,Accuracy
0,0.06460099386144402
1,0.3054662379421222
2,0.29961999415375623
3,0.5951476176556563
4,0.6629640456007015
5,0.6962876351943876
6,0.7614732534346682
7,0.7755042385267465
8,0.7091493715287928
9,0.7535808243203742
10,0.7877813504823151
11,0.7529961999415375
12,0.8269511838643672
13,0.8272434960537854
14,0.8111663256357791
15,0.8488745980707395
16,0.8412744811458638
17,0.836597486115171
18,0.6305173925752704
19,0.8184741303712365
20,0.8544285296696872
21,0.7816427945045309
22,0.8354282373574978
23,0.8515054077755042
24,0.803273896521485
25,0.7743349897690733
26,0.8751826951183864
27,0.8766442560654779
28,0.869921075708857
29,0.8602747734580533
30,0.8842443729903537
31,0.8769365682548962
32,0.8801520023384976
33,0.8851213095586086
34,0.8368897983045893
35,0.8909675533469745
36,0.884536685179772
37,0.869921075708857
38,0.8415667933352821
39,0.8672902660040924
40,0.8760596316866414
41,0.8775211926337328
42,0.7585501315404852
43,0.8842443729903537
44,0.9023677287342882
45,0.8921368021046477
46,0.8681672025723473
47,0.8857059339374452
48,0.7956737795966092
49,0.8959368605670857
50,0.8979830458930137
51,0.9032446653025431
52,0.9055831628178895
53,0.7871967261034785
54,0.9114294066062555
55,0.9044139140602163
56,0.8915521777258112
57,0.8982753580824321
58,0.912890967553347
59,0.9096755334697457
60,0.9011984799766151
61,0.8880444314527915
62,0.8988599824612686
63,0.9114294066062555
64,0.9175679625840397
65,0.8681672025723473
66,0.8865828705057001
67,0.9161064016369482
68,0.9199064600993861
69,0.9134755919321835
70,0.8938906752411575
71,0.9061677871967261
72,0.9003215434083601
73,0.8944752996199942
74,0.847413037123648
75,0.9134755919321835
76,0.9207833966676411
77,0.9172756503946214
78,0.9058754750073078
79,0.9085062847120725
80,0.9201987722888044
81,0.9175679625840397
82,0.9163987138263665
83,0.8973984215141771
84,0.9190295235311312
85,0.8301666179479684
86,0.8336743642209881
87,0.9172756503946214
88,0.9196141479099679
89,0.9073370359543993
90,0.9277988892136803
91,0.9251680795089156
92,0.907044723764981
93,0.9222449576147326
94,0.9117217187956738
95,0.9237065185618241
96,0.9204910844782227
97,0.9277988892136803
98,0.9207833966676411
99,0.9169833382052032
100,0.9201987722888044
