Round,Accuracy
0,0.09934433164128596
1,0.33955160744500845
2,0.40384940778341794
3,0.4064720812182741
4,0.4078891708967851
5,0.41321912013536377
6,0.443675972927242
7,0.45372250423011845
8,0.46884517766497463
9,0.4576353637901861
10,0.4862309644670051
11,0.45714890016920473
12,0.47222927241962775
13,0.518824027072758
14,0.4491328257191201
15,0.5467428087986463
16,0.552178510998308
17,0.5589678510998308
18,0.4576353637901861
19,0.5498942470389171
20,0.5555626057529611
21,0.5183164128595601
22,0.4078045685279188
23,0.5072335025380711
24,0.49890016920473773
25,0.5512055837563452
26,0.5080583756345177
27,0.5108291032148901
28,0.5412225042301184
29,0.5106598984771573
30,0.4915820642978003
31,0.54498730964467
32,0.5572546531302877
33,0.5179780033840947
34,0.5134517766497462
35,0.5705372250423012
36,0.5125
37,0.5804780033840947
38,0.46171742808798644
39,0.5375211505922166
40,0.5618654822335025
41,0.563557529610829
42,0.5555414551607445
43,0.568929780033841
44,0.5880499153976312
45,0.5180837563451777
46,0.5005710659898477
47,0.5641074450084602
48,0.5015862944162437
49,0.5910744500846024
50,0.5385575296108291
51,0.5265228426395939
52,0.5619500846023688
53,0.5565355329949239
54,0.5633460236886633
55,0.4259306260575296
56,0.5957698815566835
57,0.5886844331641286
58,0.5781937394247039
59,0.4763959390862944
60,0.5365059221658206
61,0.5697123519458545
62,0.5735194585448392
63,0.5008248730964467
64,0.5638959390862944
65,0.5663071065989848
66,0.5612944162436548
67,0.5940143824027073
68,0.4796319796954315
69,0.4726311336717428
70,0.5819162436548223
71,0.5049069373942471
72,0.49807529610829104
73,0.5737944162436548
74,0.4691201353637902
75,0.34828680203045687
76,0.5699238578680204
77,0.4663071065989848
78,0.5441201353637902
79,0.5014593908629441
80,0.4814086294416244
81,0.3252749576988156
82,0.5898054145516074
83,0.47231387478849407
84,0.515587986463621
85,0.5552241962774958
86,0.5668358714043993
87,0.48316412859560065
88,0.4957275803722504
89,0.49665820642978004
90,0.5632825719120136
91,0.5562817258883249
92,0.5048857868020304
93,0.5394035532994924
94,0.5844543147208122
95,0.49980964467005073
96,0.5117174280879865
97,0.6060490693739424
98,0.5258883248730964
99,0.5494712351945854
100,0.5655033840947546
