Round,Accuracy
0,0.08064066852367688
1,0.15027855153203343
2,0.0552924791086351
3,0.3213091922005571
4,0.2763231197771588
5,0.19247910863509748
6,0.1533426183844011
7,0.2391364902506964
8,0.16852367688022285
9,0.33955431754874654
10,0.2994428969359331
11,0.08356545961002786
12,0.4338440111420613
13,0.27799442896935933
14,0.3412256267409471
15,0.5536211699164345
16,0.3171309192200557
17,0.30292479108635095
18,0.5302228412256268
19,0.382033426183844
20,0.5364902506963788
21,0.4615598885793872
22,0.6133704735376044
23,0.437883008356546
24,0.44721448467966574
25,0.45571030640668525
26,0.5409470752089136
27,0.531058495821727
28,0.5211699164345404
29,0.4986072423398329
30,0.3162952646239554
31,0.21211699164345404
32,0.5020891364902507
33,0.4710306406685237
34,0.3896935933147632
35,0.3935933147632312
36,0.3838440111420613
37,0.42395543175487466
38,0.44846796657381616
39,0.5271587743732591
40,0.4350974930362117
41,0.5282729805013927
42,0.4610027855153203
43,0.43342618384401116
44,0.4777158774373259
45,0.5632311977715877
46,0.3020891364902507
47,0.43454038997214484
48,0.3525069637883008
49,0.44986072423398327
50,0.4341225626740947
51,0.4433147632311978
52,0.483983286908078
53,0.5030640668523677
54,0.4488857938718663
55,0.532033426183844
56,0.43398328690807797
57,0.5548746518105849
58,0.08036211699164346
59,0.3991643454038997
60,0.45389972144846796
61,0.5229805013927576
62,0.33328690807799444
63,0.40167130919220057
64,0.42075208913649026
65,0.2427576601671309
66,0.44526462395543176
67,0.589275766016713
68,0.4756267409470752
69,0.4224233983286908
70,0.6318941504178273
71,0.41977715877437327
72,0.3733983286908078
73,0.40278551532033424
74,0.3498607242339833
75,0.332033426183844
76,0.4073816155988858
77,0.4355153203342618
78,0.36406685236768804
79,0.4204735376044568
80,0.37047353760445684
81,0.3871866295264624
82,0.4733983286908078
83,0.42395543175487466
84,0.3933147632311978
85,0.46448467966573814
86,0.4750696378830084
87,0.44442896935933146
88,0.3176880222841226
89,0.3958217270194986
90,0.46337047353760447
91,0.3870473537604457
92,0.3469359331476323
93,0.4083565459610028
94,0.49122562674094705
95,0.34596100278551534
96,0.387883008356546
97,0.33050139275766016
98,0.45891364902506965
99,0.3997214484679666
100,0.4006963788300836
