Round,Accuracy
0,0.12861736334405144
1,0.34258988599824614
2,0.3253434668225665
3,0.22741888336743643
4,0.49605378544285295
5,0.2075416544869921
6,0.5340543700672318
7,0.49722303420052616
8,0.5314235603624671
9,0.7638117509500146
10,0.6045016077170418
11,0.7214264834843613
12,0.388482899736919
13,0.6217480268927215
14,0.7243496053785443
15,0.7886582870505701
16,0.7538731365097925
17,0.6790412160187079
18,0.7702426191172171
19,0.6714410990938322
20,0.7816427945045309
21,0.7047646886875183
22,0.8085355159310144
23,0.6825489622917276
24,0.7500730780473546
25,0.6340251388482899
26,0.7135340543700672
27,0.7468576439637533
28,0.7310727857351652
29,0.740719087985969
30,0.8380590470622625
31,0.8357205495469161
32,0.8029815843320667
33,0.847413037123648
34,0.7866121017246419
35,0.7050570008769366
36,0.8047354574685764
37,0.8275358082432037
38,0.8406898567670272
39,0.8021046477638117
40,0.8213972522654195
41,0.6460099386144402
42,0.825781935106694
43,0.7591347559193219
44,0.779888921368021
45,0.8237357497807658
46,0.8178895059923998
47,0.8389359836305174
48,0.8304589301373867
49,0.6805027769657995
50,0.8064893306050862
51,0.8579362759427068
52,0.7714118678748904
53,0.8602747734580533
54,0.8684595147617655
55,0.7725811166325636
56,0.8149663840982169
57,0.850336159017831
58,0.7196726103478515
59,0.73194972230342
60,0.7421806489330605
61,0.7708272434960538
62,0.8813212510961708
63,0.9006138555977784
64,0.8608593978368898
65,0.8631978953522362
66,0.8889213680210465
67,0.8734288219818767
68,0.8330897398421514
69,0.8652440806781643
70,0.8973984215141771
71,0.8517977199649225
72,0.8763519438760596
73,0.8532592809120141
74,0.8672902660040924
75,0.7474422683425899
76,0.8637825197310728
77,0.8617363344051447
78,0.890382928968138
79,0.8795673779596609
80,0.808243203741596
81,0.8851213095586086
82,0.8494592224495762
83,0.8550131540485238
84,0.7863197895352236
85,0.7833966676410407
86,0.7842736042092955
87,0.8754750073078047
88,0.8567670271850336
89,0.825781935106694
90,0.8465361005553932
91,0.7594270681087402
92,0.8672902660040924
93,0.862028646594563
94,0.8740134463607132
95,0.8877521192633733
96,0.8246126863490207
97,0.9023677287342882
98,0.8634902075416545
99,0.8427360420929553
100,0.8292896813797135
